# 6 Degree M1845 (Up to date),,,,
# 3090 data points written for 5 variables.,,,,
# Simulation warnings:,,,,
"#   Recovery device deployment at high speed (23.8 m/s):  ""Drogue""",,,,
"#   Recovery device deployment at high speed (27.7 m/s):  ""Main""",,,,
#,,,,
# Time (s),Altitude (ft),Altitude above sea level (ft),Vertical velocity (m/s),Vertical acceleration (m/s^2)
# Event IGNITION occurred at t=0 seconds,,,,
# Event LAUNCH occurred at t=0 seconds,,,,
15.404,8992.841,1.19E+04,81.439,-11.93877
15.414,8995.511,1.19E+04,81.32,-11.93877
15.424,8998.177,1.19E+04,81.201,-11.92896
15.434,9000.839,1.19E+04,81.081,-11.91915
15.444,9003.497,1.19E+04,80.962,-11.91915
15.454,9006.151,1.19E+04,80.843,-11.90934
15.464,9008.802,1.19E+04,80.724,-11.89953
15.474,9011.448,1.19E+04,80.605,-11.89953
15.484,9014.091,1.19E+04,80.486,-11.88972
15.494,9016.73,1.19E+04,80.367,-11.88972
15.504,9019.364,1.19E+04,80.249,-11.87991
15.514,9021.995,1.19E+04,80.13,-11.8701
15.524,9024.622,1.19E+04,80.011,-11.8701
15.534,9027.245,1.20E+04,79.893,-11.86029
15.544,9029.864,1.20E+04,79.774,-11.85048
15.554,9032.48,1.20E+04,79.656,-11.85048
15.564,9035.091,1.20E+04,79.537,-11.84067
15.574,9037.699,1.20E+04,79.419,-11.83086
15.584,9040.302,1.20E+04,79.301,-11.83086
15.594,9042.902,1.20E+04,79.182,-11.82105
15.604,9045.498,1.20E+04,79.064,-11.81124
15.614,9048.09,1.20E+04,78.946,-11.81124
15.624,9050.678,1.20E+04,78.828,-11.80143
15.634,9053.263,1.20E+04,78.71,-11.80143
15.644,9055.843,1.20E+04,78.592,-11.79162
15.654,9058.42,1.20E+04,78.474,-11.78181
15.664,9060.992,1.20E+04,78.357,-11.78181
15.674,9063.561,1.20E+04,78.239,-11.772
15.684,9066.126,1.20E+04,78.121,-11.76219
15.694,9068.687,1.20E+04,78.004,-11.76219
15.704,9071.244,1.20E+04,77.886,-11.75238
15.714,9073.798,1.20E+04,77.769,-11.75238
15.724,9076.347,1.20E+04,77.651,-11.74257
15.734,9078.893,1.20E+04,77.534,-11.73276
15.744,9081.435,1.20E+04,77.417,-11.73276
15.754,9083.973,1.20E+04,77.299,-11.72295
15.764,9086.507,1.20E+04,77.182,-11.72295
15.774,9089.037,1.20E+04,77.065,-11.71314
15.784,9091.564,1.20E+04,76.948,-11.70333
15.794,9094.086,1.20E+04,76.831,-11.70333
15.804,9096.605,1.20E+04,76.714,-11.69352
15.814,9099.12,1.20E+04,76.597,-11.69352
15.824,9101.631,1.20E+04,76.48,-11.68371
15.834,9104.139,1.20E+04,76.364,-11.6739
15.844,9106.642,1.20E+04,76.247,-11.6739
15.854,9109.142,1.20E+04,76.13,-11.66409
15.864,9111.637,1.20E+04,76.014,-11.66409
15.874,9114.129,1.20E+04,75.897,-11.65428
15.884,9116.618,1.20E+04,75.781,-11.64447
15.894,9119.102,1.20E+04,75.664,-11.64447
15.904,9121.582,1.20E+04,75.548,-11.63466
15.914,9124.059,1.20E+04,75.432,-11.63466
15.924,9126.532,1.21E+04,75.315,-11.62485
15.934,9129.001,1.21E+04,75.199,-11.61504
15.944,9131.466,1.21E+04,75.083,-11.61504
15.954,9133.928,1.21E+04,74.967,-11.60523
15.964,9136.385,1.21E+04,74.851,-11.60523
15.974,9138.839,1.21E+04,74.735,-11.59542
15.984,9141.289,1.21E+04,74.619,-11.58561
15.994,9143.736,1.21E+04,74.503,-11.58561
16.004,9146.178,1.21E+04,74.388,-11.5758
16.014,9148.617,1.21E+04,74.272,-11.5758
16.024,9151.051,1.21E+04,74.156,-11.56599
16.034,9153.483,1.21E+04,74.041,-11.56599
16.044,9155.91,1.21E+04,73.925,-11.55618
16.054,9158.333,1.21E+04,73.81,-11.54637
16.064,9160.753,1.21E+04,73.694,-11.54637
16.074,9163.169,1.21E+04,73.579,-11.53656
16.084,9165.581,1.21E+04,73.464,-11.53656
16.094,9167.989,1.21E+04,73.348,-11.52675
16.104,9170.394,1.21E+04,73.233,-11.52675
16.114,9172.795,1.21E+04,73.118,-11.51694
16.124,9175.192,1.21E+04,73.003,-11.50713
16.134,9177.585,1.21E+04,72.888,-11.50713
16.144,9179.974,1.21E+04,72.773,-11.49732
16.154,9182.36,1.21E+04,72.658,-11.49732
16.164,9184.742,1.21E+04,72.543,-11.48751
16.174,9187.12,1.21E+04,72.428,-11.48751
16.184,9189.494,1.21E+04,72.313,-11.4777
16.194,9191.865,1.21E+04,72.199,-11.4777
16.204,9194.232,1.21E+04,72.084,-11.46789
16.214,9196.595,1.21E+04,71.969,-11.45808
16.224,9198.954,1.21E+04,71.855,-11.45808
16.234,9201.31,1.21E+04,71.74,-11.44827
16.244,9203.661,1.21E+04,71.626,-11.44827
16.254,9206.01,1.21E+04,71.511,-11.43846
16.264,9208.354,1.21E+04,71.397,-11.43846
16.274,9210.694,1.21E+04,71.283,-11.42865
16.284,9213.031,1.21E+04,71.169,-11.42865
16.294,9215.364,1.21E+04,71.054,-11.41884
16.304,9217.694,1.21E+04,70.94,-11.41884
16.314,9220.019,1.21E+04,70.826,-11.40903
16.324,9222.341,1.21E+04,70.712,-11.39922
16.334,9224.659,1.21E+04,70.598,-11.39922
16.344,9226.973,1.22E+04,70.484,-11.38941
16.354,9229.284,1.22E+04,70.37,-11.38941
16.364,9231.591,1.22E+04,70.257,-11.3796
16.374,9233.894,1.22E+04,70.143,-11.3796
16.384,9236.193,1.22E+04,70.029,-11.36979
16.394,9238.489,1.22E+04,69.915,-11.36979
16.404,9240.781,1.22E+04,69.802,-11.35998
16.414,9243.069,1.22E+04,69.688,-11.35998
16.424,9245.354,1.22E+04,69.575,-11.35017
16.434,9247.635,1.22E+04,69.461,-11.35017
16.444,9249.912,1.22E+04,69.348,-11.34036
16.454,9252.185,1.22E+04,69.235,-11.34036
16.464,9254.455,1.22E+04,69.121,-11.33055
16.474,9256.72,1.22E+04,69.008,-11.33055
16.484,9258.983,1.22E+04,68.895,-11.32074
16.494,9261.241,1.22E+04,68.782,-11.31093
16.504,9263.496,1.22E+04,68.669,-11.31093
16.514,9265.747,1.22E+04,68.556,-11.30112
16.524,9267.994,1.22E+04,68.443,-11.30112
16.534,9270.238,1.22E+04,68.33,-11.29131
16.544,9272.478,1.22E+04,68.217,-11.29131
16.554,9274.714,1.22E+04,68.104,-11.2815
16.564,9276.947,1.22E+04,67.991,-11.2815
16.574,9279.175,1.22E+04,67.878,-11.27169
16.584,9281.401,1.22E+04,67.766,-11.27169
16.594,9283.622,1.22E+04,67.653,-11.26188
16.604,9285.84,1.22E+04,67.54,-11.26188
16.614,9288.054,1.22E+04,67.428,-11.25207
16.624,9290.264,1.22E+04,67.315,-11.25207
16.634,9292.471,1.22E+04,67.203,-11.24226
16.644,9294.674,1.22E+04,67.091,-11.24226
16.654,9296.873,1.22E+04,66.978,-11.23245
16.664,9299.069,1.22E+04,66.866,-11.23245
16.674,9301.261,1.22E+04,66.754,-11.22264
16.684,9303.449,1.22E+04,66.641,-11.22264
16.694,9305.633,1.22E+04,66.529,-11.21283
16.704,9307.814,1.22E+04,66.417,-11.21283
16.714,9309.991,1.22E+04,66.305,-11.20302
16.724,9312.165,1.22E+04,66.193,-11.20302
16.734,9314.335,1.22E+04,66.081,-11.19321
16.744,9316.501,1.22E+04,65.969,-11.19321
16.754,9318.664,1.22E+04,65.857,-11.1834
16.764,9320.822,1.22E+04,65.746,-11.1834
16.774,9322.978,1.22E+04,65.634,-11.17359
16.784,9325.129,1.23E+04,65.522,-11.17359
16.794,9327.277,1.23E+04,65.41,-11.17359
16.804,9329.421,1.23E+04,65.299,-11.16378
16.814,9331.562,1.23E+04,65.187,-11.16378
16.824,9333.698,1.23E+04,65.076,-11.15397
16.834,9335.832,1.23E+04,64.964,-11.15397
16.844,9337.961,1.23E+04,64.853,-11.14416
16.854,9340.087,1.23E+04,64.741,-11.14416
16.864,9342.209,1.23E+04,64.63,-11.13435
16.874,9344.328,1.23E+04,64.519,-11.13435
16.884,9346.443,1.23E+04,64.407,-11.12454
16.894,9348.554,1.23E+04,64.296,-11.12454
16.904,9350.662,1.23E+04,64.185,-11.11473
16.914,9352.766,1.23E+04,64.074,-11.11473
16.924,9354.866,1.23E+04,63.963,-11.10492
16.934,9356.963,1.23E+04,63.852,-11.10492
16.944,9359.056,1.23E+04,63.741,-11.09511
16.954,9361.145,1.23E+04,63.63,-11.09511
16.964,9363.231,1.23E+04,63.519,-11.0853
16.974,9365.313,1.23E+04,63.408,-11.0853
16.984,9367.392,1.23E+04,63.297,-11.0853
16.994,9369.467,1.23E+04,63.187,-11.07549
17.004,9371.538,1.23E+04,63.076,-11.07549
17.014,9373.605,1.23E+04,62.965,-11.06568
17.024,9375.669,1.23E+04,62.855,-11.06568
17.034,9377.73,1.23E+04,62.744,-11.05587
17.044,9379.786,1.23E+04,62.634,-11.05587
17.054,9381.84,1.23E+04,62.523,-11.04606
17.064,9383.889,1.23E+04,62.413,-11.04606
17.074,9385.935,1.23E+04,62.302,-11.03625
17.084,9387.977,1.23E+04,62.192,-11.03625
17.094,9390.016,1.23E+04,62.082,-11.03625
17.104,9392.051,1.23E+04,61.971,-11.02644
17.114,9394.082,1.23E+04,61.861,-11.02644
17.124,9396.11,1.23E+04,61.751,-11.01663
17.134,9398.134,1.23E+04,61.641,-11.01663
17.144,9400.155,1.23E+04,61.531,-11.00682
17.154,9402.171,1.23E+04,61.421,-11.00682
17.164,9404.185,1.23E+04,61.311,-10.99701
17.174,9406.194,1.23E+04,61.201,-10.99701
17.184,9408.201,1.23E+04,61.091,-10.99701
17.194,9410.203,1.23E+04,60.981,-10.9872
17.204,9412.202,1.23E+04,60.871,-10.9872
17.214,9414.197,1.23E+04,60.762,-10.97739
17.224,9416.189,1.23E+04,60.652,-10.97739
17.234,9418.177,1.23E+04,60.542,-10.96758
17.244,9420.162,1.23E+04,60.432,-10.96758
17.254,9422.142,1.23E+04,60.323,-10.95777
17.264,9424.12,1.23E+04,60.213,-10.95777
17.274,9426.093,1.24E+04,60.104,-10.95777
17.284,9428.064,1.24E+04,59.994,-10.94796
17.294,9430.03,1.24E+04,59.885,-10.94796
17.304,9431.993,1.24E+04,59.775,-10.93815
17.314,9433.952,1.24E+04,59.666,-10.93815
17.324,9435.908,1.24E+04,59.557,-10.92834
17.334,9437.86,1.24E+04,59.448,-10.92834
17.344,9439.809,1.24E+04,59.338,-10.92834
17.354,9441.754,1.24E+04,59.229,-10.91853
17.364,9443.695,1.24E+04,59.12,-10.91853
17.374,9445.633,1.24E+04,59.011,-10.90872
17.384,9447.567,1.24E+04,58.902,-10.90872
17.394,9449.498,1.24E+04,58.793,-10.89891
17.404,9451.425,1.24E+04,58.684,-10.89891
17.414,9453.349,1.24E+04,58.575,-10.89891
17.424,9455.269,1.24E+04,58.466,-10.8891
17.434,9457.185,1.24E+04,58.357,-10.8891
17.444,9459.098,1.24E+04,58.248,-10.87929
17.454,9461.007,1.24E+04,58.14,-10.87929
17.464,9462.913,1.24E+04,58.031,-10.87929
17.474,9464.815,1.24E+04,57.922,-10.86948
17.484,9466.713,1.24E+04,57.813,-10.86948
17.494,9468.608,1.24E+04,57.705,-10.85967
17.504,9470.5,1.24E+04,57.596,-10.85967
17.514,9472.388,1.24E+04,57.488,-10.85967
17.524,9474.272,1.24E+04,57.379,-10.84986
17.534,9476.153,1.24E+04,57.271,-10.84986
17.544,9478.03,1.24E+04,57.162,-10.84005
17.554,9479.904,1.24E+04,57.054,-10.84005
17.564,9481.774,1.24E+04,56.946,-10.83024
17.574,9483.64,1.24E+04,56.837,-10.83024
17.584,9485.503,1.24E+04,56.729,-10.83024
17.594,9487.363,1.24E+04,56.621,-10.82043
17.604,9489.218,1.24E+04,56.513,-10.82043
17.614,9491.071,1.24E+04,56.405,-10.81062
17.624,9492.92,1.24E+04,56.297,-10.81062
17.634,9494.765,1.24E+04,56.188,-10.81062
17.644,9496.606,1.24E+04,56.08,-10.80081
17.654,9498.445,1.24E+04,55.972,-10.80081
17.664,9500.279,1.24E+04,55.865,-10.791
17.674,9502.11,1.24E+04,55.757,-10.791
17.684,9503.938,1.24E+04,55.649,-10.791
17.694,9505.762,1.24E+04,55.541,-10.78119
17.704,9507.582,1.24E+04,55.433,-10.78119
17.714,9509.399,1.24E+04,55.325,-10.78119
17.724,9511.212,1.24E+04,55.218,-10.77138
17.734,9513.022,1.24E+04,55.11,-10.77138
17.744,9514.829,1.24E+04,55.002,-10.76157
17.754,9516.631,1.24E+04,54.895,-10.76157
17.764,9518.431,1.24E+04,54.787,-10.76157
17.774,9520.226,1.24E+04,54.68,-10.75176
17.784,9522.019,1.24E+04,54.572,-10.75176
17.794,9523.807,1.24E+04,54.465,-10.74195
17.804,9525.592,1.25E+04,54.357,-10.74195
17.814,9527.374,1.25E+04,54.25,-10.74195
17.824,9529.152,1.25E+04,54.143,-10.73214
17.834,9530.927,1.25E+04,54.035,-10.73214
17.844,9532.698,1.25E+04,53.928,-10.73214
17.854,9534.465,1.25E+04,53.821,-10.72233
17.864,9536.229,1.25E+04,53.714,-10.72233
17.874,9537.99,1.25E+04,53.607,-10.71252
17.884,9539.747,1.25E+04,53.499,-10.71252
17.894,9541.5,1.25E+04,53.392,-10.71252
17.904,9543.25,1.25E+04,53.285,-10.70271
17.914,9544.997,1.25E+04,53.178,-10.70271
17.924,9546.74,1.25E+04,53.071,-10.70271
17.934,9548.479,1.25E+04,52.964,-10.6929
17.944,9550.215,1.25E+04,52.858,-10.6929
17.954,9551.947,1.25E+04,52.751,-10.68309
17.964,9553.676,1.25E+04,52.644,-10.68309
17.974,9555.402,1.25E+04,52.537,-10.68309
17.984,9557.124,1.25E+04,52.43,-10.67328
17.994,9558.842,1.25E+04,52.324,-10.67328
18.004,9560.557,1.25E+04,52.217,-10.67328
18.014,9562.268,1.25E+04,52.11,-10.66347
18.024,9563.976,1.25E+04,52.004,-10.66347
18.034,9565.681,1.25E+04,51.897,-10.66347
18.044,9567.382,1.25E+04,51.791,-10.65366
18.054,9569.079,1.25E+04,51.684,-10.65366
18.064,9570.773,1.25E+04,51.578,-10.64385
18.074,9572.463,1.25E+04,51.471,-10.64385
18.084,9574.15,1.25E+04,51.365,-10.64385
18.094,9575.834,1.25E+04,51.258,-10.63404
18.104,9577.514,1.25E+04,51.152,-10.63404
18.114,9579.19,1.25E+04,51.046,-10.63404
18.124,9580.863,1.25E+04,50.94,-10.62423
18.134,9582.533,1.25E+04,50.833,-10.62423
18.144,9584.199,1.25E+04,50.727,-10.62423
18.154,9585.861,1.25E+04,50.621,-10.61442
18.164,9587.52,1.25E+04,50.515,-10.61442
18.174,9589.176,1.25E+04,50.409,-10.61442
18.184,9590.828,1.25E+04,50.303,-10.60461
18.194,9592.476,1.25E+04,50.197,-10.60461
18.204,9594.122,1.25E+04,50.091,-10.60461
18.214,9595.763,1.25E+04,49.985,-10.5948
18.224,9597.401,1.25E+04,49.879,-10.5948
18.234,9599.036,1.25E+04,49.773,-10.5948
18.244,9600.667,1.25E+04,49.667,-10.58499
18.254,9602.295,1.25E+04,49.561,-10.58499
18.264,9603.919,1.25E+04,49.456,-10.57518
18.274,9605.54,1.25E+04,49.35,-10.57518
18.284,9607.158,1.25E+04,49.244,-10.57518
18.294,9608.772,1.25E+04,49.138,-10.56537
18.304,9610.382,1.25E+04,49.033,-10.56537
18.314,9611.989,1.25E+04,48.927,-10.56537
18.324,9613.592,1.25E+04,48.822,-10.55556
18.334,9615.192,1.25E+04,48.716,-10.55556
18.344,9616.789,1.25E+04,48.61,-10.55556
18.354,9618.382,1.25E+04,48.505,-10.54575
18.364,9619.972,1.25E+04,48.4,-10.54575
18.374,9621.558,1.25E+04,48.294,-10.54575
18.384,9623.141,1.25E+04,48.189,-10.53594
18.394,9624.72,1.25E+04,48.083,-10.53594
18.404,9626.296,1.26E+04,47.978,-10.53594
18.414,9627.868,1.26E+04,47.873,-10.52613
18.424,9629.437,1.26E+04,47.768,-10.52613
18.434,9631.002,1.26E+04,47.662,-10.52613
18.444,9632.564,1.26E+04,47.557,-10.51632
18.454,9634.123,1.26E+04,47.452,-10.51632
18.464,9635.678,1.26E+04,47.347,-10.51632
18.474,9637.23,1.26E+04,47.242,-10.51632
18.484,9638.778,1.26E+04,47.137,-10.50651
18.494,9640.323,1.26E+04,47.032,-10.50651
18.504,9641.864,1.26E+04,46.927,-10.50651
18.514,9643.402,1.26E+04,46.822,-10.4967
18.524,9644.936,1.26E+04,46.717,-10.4967
18.534,9646.467,1.26E+04,46.612,-10.4967
18.544,9647.995,1.26E+04,46.507,-10.48689
18.554,9649.519,1.26E+04,46.402,-10.48689
18.564,9651.04,1.26E+04,46.297,-10.48689
18.574,9652.557,1.26E+04,46.193,-10.47708
18.584,9654.071,1.26E+04,46.088,-10.47708
18.594,9655.581,1.26E+04,45.983,-10.47708
18.604,9657.088,1.26E+04,45.878,-10.46727
18.614,9658.591,1.26E+04,45.774,-10.46727
18.624,9660.091,1.26E+04,45.669,-10.46727
18.634,9661.588,1.26E+04,45.565,-10.45746
18.644,9663.081,1.26E+04,45.46,-10.45746
18.654,9664.571,1.26E+04,45.355,-10.45746
18.664,9666.057,1.26E+04,45.251,-10.44765
18.674,9667.54,1.26E+04,45.146,-10.44765
18.684,9669.02,1.26E+04,45.042,-10.44765
18.694,9670.496,1.26E+04,44.938,-10.44765
18.704,9671.968,1.26E+04,44.833,-10.43784
18.714,9673.437,1.26E+04,44.729,-10.43784
18.724,9674.903,1.26E+04,44.625,-10.43784
18.734,9676.366,1.26E+04,44.52,-10.42803
18.744,9677.825,1.26E+04,44.416,-10.42803
18.754,9679.28,1.26E+04,44.312,-10.42803
18.764,9680.732,1.26E+04,44.208,-10.41822
18.774,9682.181,1.26E+04,44.103,-10.41822
18.784,9683.626,1.26E+04,43.999,-10.41822
18.794,9685.068,1.26E+04,43.895,-10.41822
18.804,9686.506,1.26E+04,43.791,-10.40841
18.814,9687.941,1.26E+04,43.687,-10.40841
18.824,9689.373,1.26E+04,43.583,-10.40841
18.834,9690.801,1.26E+04,43.479,-10.3986
18.844,9692.226,1.26E+04,43.375,-10.3986
18.854,9693.647,1.26E+04,43.271,-10.3986
18.864,9695.065,1.26E+04,43.167,-10.38879
18.874,9696.48,1.26E+04,43.063,-10.38879
18.884,9697.891,1.26E+04,42.959,-10.38879
18.894,9699.299,1.26E+04,42.856,-10.38879
18.904,9700.703,1.26E+04,42.752,-10.37898
18.914,9702.104,1.26E+04,42.648,-10.37898
18.924,9703.501,1.26E+04,42.544,-10.37898
18.934,9704.895,1.26E+04,42.441,-10.36917
18.944,9706.286,1.26E+04,42.337,-10.36917
18.954,9707.673,1.26E+04,42.233,-10.36917
18.964,9709.057,1.26E+04,42.13,-10.36917
18.974,9710.438,1.26E+04,42.026,-10.35936
18.984,9711.815,1.26E+04,41.922,-10.35936
18.994,9713.189,1.26E+04,41.819,-10.35936
19.004,9714.559,1.26E+04,41.715,-10.34955
19.014,9715.926,1.26E+04,41.612,-10.34955
19.024,9717.289,1.26E+04,41.508,-10.34955
19.034,9718.65,1.26E+04,41.405,-10.34955
19.044,9720.006,1.26E+04,41.302,-10.33974
19.054,9721.36,1.26E+04,41.198,-10.33974
19.064,9722.71,1.26E+04,41.095,-10.33974
19.074,9724.056,1.26E+04,40.992,-10.32993
19.084,9725.399,1.27E+04,40.888,-10.32993
19.094,9726.739,1.27E+04,40.785,-10.32993
19.104,9728.075,1.27E+04,40.682,-10.32993
19.114,9729.409,1.27E+04,40.579,-10.32012
19.124,9730.738,1.27E+04,40.475,-10.32012
19.134,9732.064,1.27E+04,40.372,-10.32012
19.144,9733.387,1.27E+04,40.269,-10.31031
19.154,9734.707,1.27E+04,40.166,-10.31031
19.164,9736.023,1.27E+04,40.063,-10.31031
19.174,9737.336,1.27E+04,39.96,-10.31031
19.184,9738.645,1.27E+04,39.857,-10.3005
19.194,9739.951,1.27E+04,39.754,-10.3005
19.204,9741.253,1.27E+04,39.651,-10.3005
19.214,9742.553,1.27E+04,39.548,-10.3005
19.224,9743.848,1.27E+04,39.445,-10.29069
19.234,9745.141,1.27E+04,39.342,-10.29069
19.244,9746.43,1.27E+04,39.239,-10.29069
19.254,9747.716,1.27E+04,39.137,-10.28088
19.264,9748.998,1.27E+04,39.034,-10.28088
19.274,9750.277,1.27E+04,38.931,-10.28088
19.284,9751.552,1.27E+04,38.828,-10.28088
19.294,9752.825,1.27E+04,38.725,-10.27107
19.304,9754.093,1.27E+04,38.623,-10.27107
19.314,9755.359,1.27E+04,38.52,-10.27107
19.324,9756.621,1.27E+04,38.417,-10.27107
19.334,9757.88,1.27E+04,38.315,-10.26126
19.344,9759.135,1.27E+04,38.212,-10.26126
19.354,9760.387,1.27E+04,38.11,-10.26126
19.364,9761.636,1.27E+04,38.007,-10.26126
19.374,9762.881,1.27E+04,37.905,-10.25145
19.384,9764.123,1.27E+04,37.802,-10.25145
19.394,9765.361,1.27E+04,37.7,-10.25145
19.404,9766.597,1.27E+04,37.597,-10.25145
19.414,9767.828,1.27E+04,37.495,-10.24164
19.424,9769.057,1.27E+04,37.392,-10.24164
19.434,9770.282,1.27E+04,37.29,-10.24164
19.444,9771.504,1.27E+04,37.188,-10.23183
19.454,9772.722,1.27E+04,37.085,-10.23183
19.464,9773.937,1.27E+04,36.983,-10.23183
19.474,9775.149,1.27E+04,36.881,-10.23183
19.484,9776.357,1.27E+04,36.778,-10.22202
19.494,9777.562,1.27E+04,36.676,-10.22202
19.504,9778.764,1.27E+04,36.574,-10.22202
19.514,9779.962,1.27E+04,36.472,-10.22202
19.524,9781.157,1.27E+04,36.37,-10.21221
19.534,9782.349,1.27E+04,36.268,-10.21221
19.544,9783.537,1.27E+04,36.166,-10.21221
19.554,9784.722,1.27E+04,36.063,-10.21221
19.564,9785.903,1.27E+04,35.961,-10.2024
19.574,9787.081,1.27E+04,35.859,-10.2024
19.584,9788.256,1.27E+04,35.757,-10.2024
19.594,9789.428,1.27E+04,35.655,-10.2024
19.604,9790.596,1.27E+04,35.553,-10.19259
19.614,9791.76,1.27E+04,35.452,-10.19259
19.624,9792.922,1.27E+04,35.35,-10.19259
19.634,9794.08,1.27E+04,35.248,-10.19259
19.644,9795.235,1.27E+04,35.146,-10.18278
19.654,9796.386,1.27E+04,35.044,-10.18278
19.664,9797.534,1.27E+04,34.942,-10.18278
19.674,9798.679,1.27E+04,34.841,-10.18278
19.684,9799.82,1.27E+04,34.739,-10.18278
19.694,9800.958,1.27E+04,34.637,-10.17297
19.704,9802.093,1.27E+04,34.535,-10.17297
19.714,9803.225,1.27E+04,34.434,-10.17297
19.724,9804.353,1.27E+04,34.332,-10.17297
19.734,9805.477,1.27E+04,34.23,-10.16316
19.744,9806.599,1.27E+04,34.129,-10.16316
19.754,9807.717,1.27E+04,34.027,-10.16316
19.764,9808.831,1.27E+04,33.926,-10.16316
19.774,9809.943,1.27E+04,33.824,-10.15335
19.784,9811.051,1.27E+04,33.722,-10.15335
19.794,9812.156,1.27E+04,33.621,-10.15335
19.804,9813.257,1.27E+04,33.52,-10.15335
19.814,9814.355,1.27E+04,33.418,-10.14354
19.824,9815.45,1.27E+04,33.317,-10.14354
19.834,9816.541,1.27E+04,33.215,-10.14354
19.844,9817.629,1.27E+04,33.114,-10.14354
19.854,9818.714,1.27E+04,33.012,-10.13373
19.864,9819.795,1.27E+04,32.911,-10.13373
19.874,9820.873,1.27E+04,32.81,-10.13373
19.884,9821.948,1.27E+04,32.709,-10.13373
19.894,9823.02,1.27E+04,32.607,-10.13373
19.904,9824.088,1.27E+04,32.506,-10.12392
19.914,9825.153,1.28E+04,32.405,-10.12392
19.924,9826.214,1.28E+04,32.304,-10.12392
19.934,9827.272,1.28E+04,32.202,-10.12392
19.944,9828.327,1.28E+04,32.101,-10.11411
19.954,9829.379,1.28E+04,32,-10.11411
19.964,9830.427,1.28E+04,31.899,-10.11411
19.974,9831.472,1.28E+04,31.798,-10.11411
19.984,9832.513,1.28E+04,31.697,-10.1043
19.994,9833.552,1.28E+04,31.596,-10.1043
20.004,9834.587,1.28E+04,31.495,-10.1043
20.014,9835.618,1.28E+04,31.394,-10.1043
20.024,9836.647,1.28E+04,31.293,-10.1043
20.034,9837.672,1.28E+04,31.192,-10.09449
20.044,9838.693,1.28E+04,31.091,-10.09449
20.054,9839.712,1.28E+04,30.99,-10.09449
20.064,9840.727,1.28E+04,30.889,-10.09449
20.074,9841.738,1.28E+04,30.788,-10.08468
20.084,9842.747,1.28E+04,30.687,-10.08468
20.094,9843.752,1.28E+04,30.587,-10.08468
20.104,9844.754,1.28E+04,30.486,-10.08468
20.114,9845.752,1.28E+04,30.385,-10.08468
20.124,9846.748,1.28E+04,30.284,-10.07487
20.134,9847.74,1.28E+04,30.183,-10.07487
20.144,9848.728,1.28E+04,30.083,-10.07487
20.154,9849.714,1.28E+04,29.982,-10.07487
20.164,9850.696,1.28E+04,29.881,-10.06506
20.174,9851.674,1.28E+04,29.781,-10.06506
20.184,9852.65,1.28E+04,29.68,-10.06506
20.194,9853.622,1.28E+04,29.579,-10.06506
20.204,9854.591,1.28E+04,29.479,-10.06506
20.214,9855.556,1.28E+04,29.378,-10.05525
20.224,9856.518,1.28E+04,29.278,-10.05525
20.234,9857.477,1.28E+04,29.177,-10.05525
20.244,9858.433,1.28E+04,29.077,-10.05525
20.254,9859.385,1.28E+04,28.976,-10.05525
20.264,9860.334,1.28E+04,28.876,-10.04544
20.274,9861.28,1.28E+04,28.775,-10.04544
20.284,9862.222,1.28E+04,28.675,-10.04544
20.294,9863.161,1.28E+04,28.575,-10.04544
20.304,9864.097,1.28E+04,28.474,-10.03563
20.314,9865.03,1.28E+04,28.374,-10.03563
20.324,9865.959,1.28E+04,28.273,-10.03563
20.334,9866.885,1.28E+04,28.173,-10.03563
20.344,9867.808,1.28E+04,28.073,-10.03563
20.354,9868.727,1.28E+04,27.973,-10.02582
20.364,9869.643,1.28E+04,27.872,-10.02582
20.374,9870.556,1.28E+04,27.772,-10.02582
20.384,9871.465,1.28E+04,27.672,-10.02582
20.394,9872.372,1.28E+04,27.572,-10.02582
20.404,9873.275,1.28E+04,27.472,-10.01601
20.414,9874.174,1.28E+04,27.371,-10.01601
20.424,9875.071,1.28E+04,27.271,-10.01601
20.434,9875.964,1.28E+04,27.171,-10.01601
20.444,9876.854,1.28E+04,27.071,-10.01601
20.454,9877.74,1.28E+04,26.971,-10.0062
20.464,9878.623,1.28E+04,26.871,-10.0062
20.474,9879.503,1.28E+04,26.771,-10.0062
20.484,9880.38,1.28E+04,26.671,-10.0062
20.494,9881.253,1.28E+04,26.571,-9.99639
20.504,9882.123,1.28E+04,26.471,-9.99639
20.514,9882.99,1.28E+04,26.371,-9.99639
20.524,9883.854,1.28E+04,26.271,-9.99639
20.534,9884.714,1.28E+04,26.171,-9.99639
20.544,9885.571,1.28E+04,26.071,-9.98658
20.554,9886.425,1.28E+04,25.971,-9.98658
20.564,9887.275,1.28E+04,25.872,-9.98658
20.574,9888.122,1.28E+04,25.772,-9.98658
20.584,9888.966,1.28E+04,25.672,-9.98658
20.594,9889.807,1.28E+04,25.572,-9.97677
20.604,9890.644,1.28E+04,25.472,-9.97677
20.614,9891.478,1.28E+04,25.373,-9.97677
20.624,9892.309,1.28E+04,25.273,-9.97677
20.634,9893.137,1.28E+04,25.173,-9.97677
20.644,9893.961,1.28E+04,25.073,-9.96696
20.654,9894.782,1.28E+04,24.974,-9.96696
20.664,9895.6,1.28E+04,24.874,-9.96696
20.674,9896.414,1.28E+04,24.775,-9.96696
20.684,9897.225,1.28E+04,24.675,-9.96696
